0,-1.5,0.75,0.01,0,0,0,1.20925,-0.798702,-19.6734
0.001,-1.5,0.75,0.00999275,0.00120925,-0.000798702,-0.00949019,1.20925,-0.798702,0.403867
0.002,-1.5,0.749998,0.00998346,0.00241849,-0.0015974,-0.00908632,1.20925,-0.798702,0.403867
0.003,-1.49999,0.749996,0.00997457,0.00362774,-0.0023961,-0.00868246,1.20925,-0.798702,0.403867
0.004,-1.49999,0.749994,0.00996609,0.00483698,-0.00319481,-0.00827859,1.20925,-0.798702,0.403867
0.005,-1.49998,0.74999,0.00995802,0.00604623,-0.00399351,-0.00787472,1.20925,-0.798702,0.403867
0.006,-1.49998,0.749986,0.00995034,0.00725548,-0.00479221,-0.00747086,1.20925,-0.798702,0.403867
0.007,-1.49997,0.74998,0.00994307,0.00846472,-0.00559091,-0.00706699,1.20925,-0.798702,0.403867
0.008,-1.49996,0.749974,0.00993621,0.00967397,-0.00638961,-0.00666312,1.20925,-0.798702,0.403867
0.009,-1.49995,0.749968,0.00992975,0.0108832,-0.00718831,-0.00625926,1.20925,-0.798702,0.403867
0.01,-1.49994,0.74996,0.00992369,0.0120925,-0.00798702,-0.00585539,1.20925,-0.798702,0.403867
0.011,-1.49993,0.749952,0.00991804,0.0133017,-0.00878572,-0.00545152,1.20925,-0.798702,0.403867
0.012,-1.49991,0.749942,0.00991279,0.014511,-0.00958442,-0.00504766,1.20925,-0.798702,0.403867
0.013,-1.4999,0.749933,0.00990794,0.0157202,-0.0103831,-0.00464379,1.20925,-0.798702,0.403867
0.014,-1.49988,0.749922,0.0099035,0.0169294,-0.0111818,-0.00423992,1.20925,-0.798702,0.403867
0.015,-1.49986,0.74991,0.00989946,0.0181387,-0.0119805,-0.00383606,1.20925,-0.798702,0.403867
0.016,-1.49985,0.749898,0.00989583,0.0193479,-0.0127792,-0.00343219,1.20925,-0.798702,0.403867
0.017,-1.49983,0.749885,0.0098926,0.0205572,-0.0135779,-0.00302832,1.20925,-0.798702,0.403867
0.018,-1.4998,0.749871,0.00988977,0.0217664,-0.0143766,-0.00262446,1.20925,-0.798702,0.403867
0.019,-1.49978,0.749856,0.00988735,0.0229757,-0.0151753,-0.00222059,1.20925,-0.798702,0.403867
0.02,-1.49976,0.74984,0.00988533,0.0241849,-0.015974,-0.00181672,1.20925,-0.798702,0.403867
0.021,-1.49973,0.749824,0.00988372,0.0253942,-0.0167727,-0.00141286,1.20925,-0.798702,0.403867
0.022,-1.49971,0.749807,0.0098825,0.0266034,-0.0175714,-0.00100899,1.20925,-0.798702,0.403867
0.023,-1.49968,0.749789,0.0098817,0.0278127,-0.0183701,-0.000605122,1.20925,-0.798702,0.403867
0.024,-1.49965,0.74977,0.00988129,0.0290219,-0.0191688,-0.000201255,1.20925,-0.798702,0.403867
0.025,-1.49962,0.74975,0.00988129,0.0302311,-0.0199675,0.000202612,1.20925,-0.798702,0.403867
0.026,-1.49959,0.74973,0.0098817,0.0314404,-0.0207662,0.000606478,1.20925,-0.798702,0.403867
0.027,-1.49956,0.749709,0.00988251,0.0326496,-0.0215649,0.00101035,1.20925,-0.798702,0.403867
0.028,-1.49953,0.749687,0.00988372,0.0338589,-0.0223636,0.00141421,1.20925,-0.798702,0.403867
0.029,-1.49949,0.749664,0.00988534,0.0350681,-0.0231623,0.00181808,1.20925,-0.798702,0.403867
0.03,-1.49946,0.749641,0.00988736,0.0362774,-0.023961,0.00222195,1.20925,-0.798702,0.403867
0.031,-1.49942,0.749616,0.00988978,0.0374866,-0.0247597,0.00262581,1.20925,-0.798702,0.403867
